Systematic Name,Standard Name,Qualifier
YGL168W,HUR1,Verified
YGL169W,SUA5,Verified
YGL170C,SPO74,Verified
YGL171W,ROK1,Verified
YGL172W,NUP49,Verified
YGL173C,XRN1,Verified
YGL174W,BUD13,Verified
YGL175C,SAE2,Verified
YGL176C,,Uncharacterized
YGL177W,,Dubious
YGL178W,MPT5,Verified
YGL179C,TOS3,Verified
YGL180W,ATG1,Verified
YGL181W,GTS1,Verified
YGL182C,,Dubious
YGL183C,MND1,Verified
YGL184C,STR3,Verified
YGL185C,,Uncharacterized
YGL186C,TPN1,Verified
YGL187C,COX4,Verified
YGL188C,,Dubious
YGL189C,RPS26A,Verified
YGL190C,CDC55,Verified
YGL191W,COX13,Verified
YGL192W,IME4,Verified
YGL193C,,Uncharacterized
YGL194C,HOS2,Verified
YGL195W,GCN1,Verified
YGL196W,DSD1,Verified
YGL197W,MDS3,Verified
YGL198W,YIP4,Verified
YGL199C,,Dubious
YGL200C,EMP24,Verified
YGL201C,MCM6,Verified
YGL202W,ARO8,Verified
YGL203C,KEX1,Verified
YGL204C,,Uncharacterized
YGL205W,POX1,Verified
YGL206C,CHC1,Verified
YGL207W,SPT16,Verified
YGL208W,SIP2,Verified
YGL209W,MIG2,Verified
YGL210W,YPT32,Verified
YGL211W,NCS6,Verified
YGL212W,VAM7,Verified
YGL213C,SKI8,Verified
YGL214W,,Dubious
YGL215W,CLG1,Verified
YGL216W,KIP3,Verified
YGL217C,,Dubious
YGL218W,,Dubious
YGL219C,MDM34,Verified
YGL220W,BOL2,Verified
YGL221C,NIF3,Verified
YGL222C,EDC1,Verified
YGL223C,COG1,Verified
YGL224C,SDT1,Verified
YGL225W,VRG4,Verified
YGL226C-A,OST5,Verified
YGL226W,MTC3,Verified
YGL227W,VID30,Verified
YGL228W,SHE10,Verified
YGL229C,SAP4,Verified
YGL230C,,Uncharacterized
YGL231C,EMC4,Verified
YGL232W,TAN1,Verified
YGL233W,SEC15,Verified
YGL234W,"ADE5,7",Verified
YGL235W,,Uncharacterized
YGL236C,MTO1,Verified
YGL237C,HAP2,Verified
YGL238W,CSE1,Verified
YGL239C,,Dubious
YGL240W,DOC1,Verified
YGL241W,KAP114,Verified
YGL242C,,Verified
YGL243W,TAD1,Verified
YGL244W,RTF1,Verified
YGL245W,GUS1,Verified
YGL246C,RAI1,Verified
YGL247W,BRR6,Verified
YGL248W,PDE1,Verified
YGL249W,ZIP2,Verified
YGL250W,RMR1,Verified
YGL251C,HFM1,Verified
YGL252C,RTG2,Verified
YGL253W,HXK2,Verified
YGL254W,FZF1,Verified
YGL255W,ZRT1,Verified
YGL256W,ADH4,Verified
YGL257C,MNT2,Verified
YGL258W,VEL1,Verified
YGL259W,YPS5,Uncharacterized
YGL260W,,Uncharacterized
YGL261C,PAU11,Uncharacterized
YGL262W,,Uncharacterized
YGL263W,COS12,Verified
YGR001C,EFM5,Verified
YGR002C,SWC4,Verified
YGR003W,CUL3,Verified
YGR004W,PEX31,Verified
YGR005C,TFG2,Verified
YGR006W,PRP18,Verified
YGR007W,ECT1,Verified
YGR008C,STF2,Verified
YGR009C,SEC9,Verified
YGR010W,NMA2,Verified
YGR011W,,Dubious
YGR012W,MCY1,Verified
YGR013W,SNU71,Verified
YGR014W,MSB2,Verified
YGR015C,,Uncharacterized
YGR016W,,Uncharacterized
YGR017W,,Uncharacterized
YGR018C,,Uncharacterized
YGR019W,UGA1,Verified
YGR020C,VMA7,Verified
YGR021W,,Uncharacterized
YGR022C,,Dubious
YGR023W,MTL1,Verified
YGR024C,THG1,Verified
YGR025W,,Dubious
YGR026W,,Uncharacterized
YGR027C,RPS25A,Verified
YGR028W,MSP1,Verified
YGR029W,ERV1,Verified
YGR030C,POP6,Verified
YGR031W,IMO32,Verified
YGR032W,GSC2,Verified
YGR033C,TIM21,Verified
YGR034W,RPL26B,Verified
YGR035C,,Uncharacterized
YGR036C,CAX4,Verified
YGR037C,ACB1,Verified
YGR038W,ORM1,Verified
YGR039W,,Uncharacterized
YGR040W,KSS1,Verified
YGR041W,BUD9,Verified
YGR042W,MTE1,Verified
YGR043C,NQM1,Verified
YGR044C,RME1,Verified
YGR045C,,Dubious
YGR046W,TAM41,Verified
YGR047C,TFC4,Verified
YGR048W,UFD1,Verified
YGR049W,SCM4,Verified
YGR050C,,Uncharacterized
YGR051C,,Dubious
YGR052W,FMP48,Uncharacterized
YGR053C,,Uncharacterized
YGR054W,,Verified
YGR055W,MUP1,Verified
YGR056W,RSC1,Verified
YGR057C,LST7,Verified
YGR058W,PEF1,Verified
YGR059W,SPR3,Verified
YGR060W,ERG25,Verified
YGR061C,ADE6,Verified
YGR062C,COX18,Verified
YGR063C,SPT4,Verified
YGR064W,,Dubious
YGR065C,VHT1,Verified
YGR066C,,Uncharacterized
YGR067C,,Uncharacterized
YGR068C,ART5,Verified
YGR069W,,Dubious
YGR070W,ROM1,Verified
YGR071C,ENV11,Verified
YGR072W,UPF3,Verified
YGR073C,,Dubious
YGR074W,SMD1,Verified
YGR075C,PRP38,Verified
YGR076C,MRPL25,Verified
YGR077C,PEX8,Verified
YGR078C,PAC10,Verified
YGR079W,,Uncharacterized
YGR080W,TWF1,Verified
YGR081C,SLX9,Verified
YGR082W,TOM20,Verified
YGR083C,GCD2,Verified
YGR084C,MRP13,Verified
YGR085C,RPL11B,Verified
YGR086C,PIL1,Verified
YGR087C,PDC6,Verified
YGR088W,CTT1,Verified
YGR089W,NNF2,Verified
YGR090W,UTP22,Verified
YGR091W,PRP31,Verified
YGR092W,DBF2,Verified
YGR093W,DRN1,Verified
YGR094W,VAS1,Verified
YGR095C,RRP46,Verified
YGR096W,TPC1,Verified
YGR097W,ASK10,Verified
YGR098C,ESP1,Verified
YGR099W,TEL2,Verified
YGR100W,MDR1,Verified
YGR101W,PCP1,Verified
YGR102C,GTF1,Verified
YGR103W,NOP7,Verified
YGR104C,SRB5,Verified
YGR105W,VMA21,Verified
YGR106C,VOA1,Verified
YGR107W,,Dubious
YGR108W,CLB1,Verified
YGR109C,CLB6,Verified
YGR110W,CLD1,Verified
YGR111W,,Uncharacterized
YGR112W,SHY1,Verified
YGR113W,DAM1,Verified
YGR114C,,Dubious
YGR115C,,Dubious
YGR116W,SPT6,Verified
YGR117C,,Uncharacterized
YGR118W,RPS23A,Verified
YGR119C,NUP57,Verified
YGR120C,COG2,Verified
YGR121C,MEP1,Verified
YGR122W,,Verified
YGR123C,PPT1,Verified
YGR124W,ASN2,Verified
YGR125W,,Uncharacterized
YGR126W,,Uncharacterized
YGR127W,,Uncharacterized
YGR128C,UTP8,Verified
YGR129W,SYF2,Verified
YGR130C,,Verified
YGR131W,FHN1,Verified
YGR132C,PHB1,Verified
YGR133W,PEX4,Verified
YGR134W,CAF130,Verified
YGR135W,PRE9,Verified
YGR136W,LSB1,Verified
YGR137W,,Dubious
YGR138C,TPO2,Verified
YGR139W,,Dubious
YGR140W,CBF2,Verified
YGR141W,VPS62,Verified
YGR142W,BTN2,Verified
YGR143W,SKN1,Verified
YGR144W,THI4,Verified
YGR145W,ENP2,Verified
YGR146C,ECL1,Verified
YGR147C,NAT2,Verified
YGR148C,RPL24B,Verified
YGR149W,GPC1,Uncharacterized
YGR150C,CCM1,Verified
YGR151C,,Dubious
YGR152C,RSR1,Verified
YGR153W,,Uncharacterized
YGR154C,GTO1,Verified
YGR155W,CYS4,Verified
YGR156W,PTI1,Verified
YGR157W,CHO2,Verified
YGR158C,MTR3,Verified
YGR159C,NSR1,Verified
YGR160W,,Dubious
YGR161C,RTS3,Uncharacterized
YGR162W,TIF4631,Verified
YGR163W,GTR2,Verified
YGR164W,,Dubious
YGR165W,MRPS35,Verified
YGR166W,TRS65,Verified
YGR167W,CLC1,Verified
YGR168C,,Uncharacterized
YGR169C,PUS6,Verified
YGR170W,PSD2,Verified
YGR171C,MSM1,Verified
YGR172C,YIP1,Verified
YGR173W,RBG2,Verified
YGR174C,CBP4,Verified
YGR175C,ERG1,Verified
YGR176W,,Dubious
YGR177C,ATF2,Verified
YGR178C,PBP1,Verified
YGR179C,OKP1,Verified
YGR180C,RNR4,Verified
YGR181W,TIM13,Verified
YGR182C,,Dubious
YGR183C,QCR9,Verified
YGR184C,UBR1,Verified
YGR185C,TYS1,Verified
YGR186W,TFG1,Verified
YGR187C,HGH1,Verified
YGR188C,BUB1,Verified
YGR189C,CRH1,Verified
YGR190C,,Dubious
YGR191W,HIP1,Verified
YGR192C,TDH3,Verified
YGR193C,PDX1,Verified
YGR194C,XKS1,Verified
YGR195W,SKI6,Verified
YGR196C,FYV8,Verified
YGR197C,SNG1,Verified
YGR198W,YPP1,Verified
YGR199W,PMT6,Verified
YGR200C,ELP2,Verified
YGR201C,,Uncharacterized
YGR202C,PCT1,Verified
YGR203W,YCH1,Verified
YGR204W,ADE3,Verified
YGR205W,TDA10,Verified
YGR206W,MVB12,Verified
YGR207C,CIR1,Verified
YGR208W,SER2,Verified
YGR209C,TRX2,Verified
YGR210C,,Uncharacterized
YGR211W,ZPR1,Verified
YGR212W,SLI1,Verified
YGR213C,RTA1,Verified
YGR214W,RPS0A,Verified
YGR215W,RSM27,Verified
YGR216C,GPI1,Verified
YGR217W,CCH1,Verified
YGR218W,CRM1,Verified
YGR219W,,Dubious
YGR220C,MRPL9,Verified
YGR221C,TOS2,Verified
YGR222W,PET54,Verified
YGR223C,HSV2,Verified
YGR224W,AZR1,Verified
YGR225W,AMA1,Verified
YGR226C,,Dubious
YGR227W,DIE2,Verified
YGR228W,,Dubious
YGR229C,SMI1,Verified
YGR230W,BNS1,Verified
YGR231C,PHB2,Verified
YGR232W,NAS6,Verified
YGR233C,PHO81,Verified
YGR234W,YHB1,Verified
YGR235C,MIC26,Verified
YGR236C,SPG1,Verified
YGR237C,,Uncharacterized
YGR238C,KEL2,Verified
YGR239C,PEX21,Verified
YGR240C,PFK1,Verified
YGR241C,YAP1802,Verified
YGR242W,,Dubious
YGR243W,MPC3,Verified
YGR244C,LSC2,Verified
YGR245C,SDA1,Verified
YGR246C,BRF1,Verified
YGR247W,CPD1,Verified
YGR248W,SOL4,Verified
YGR249W,MGA1,Verified
YGR250C,RIE1,Verified
YGR251W,NOP19,Verified
YGR252W,GCN5,Verified
YGR253C,PUP2,Verified
YGR254W,ENO1,Verified
YGR255C,COQ6,Verified
YGR256W,GND2,Verified
YGR257C,MTM1,Verified
YGR258C,RAD2,Verified
YGR259C,,Dubious
YGR260W,TNA1,Verified
YGR261C,APL6,Verified
YGR262C,BUD32,Verified
YGR263C,SAY1,Verified
YGR264C,MES1,Verified
YGR265W,,Dubious
YGR266W,,Verified
YGR267C,FOL2,Verified
YGR268C,HUA1,Verified
YGR269W,,Dubious
YGR270W,YTA7,Verified
YGR271W,SLH1,Verified
YGR273C,,Uncharacterized
YGR274C,TAF1,Verified
YGR275W,RTT102,Verified
YGR276C,RNH70,Verified
YGR277C,CAB4,Verified
YGR278W,CWC22,Verified
YGR279C,SCW4,Verified
YGR280C,PXR1,Verified
YGR281W,YOR1,Verified
YGR282C,BGL2,Verified
YGR283C,,Verified
YGR284C,ERV29,Verified
YGR285C,ZUO1,Verified
YGR286C,BIO2,Verified
YGR287C,IMA1,Verified
YGR288W,MAL13,Verified
YGR289C,MAL11,Verified
YGR290W,,Dubious
YGR291C,,Dubious
YGR292W,MAL12,Verified
YGR293C,,Dubious
YGR294W,PAU12,Verified
YGR295C,COS6,Verified
YGR296W,YRF1-3,Verified
YHR001W-A,QCR10,Verified
YHR005C-A,TIM10,Verified
YHR021W-A,ECM12,Uncharacterized
YHR049C-A,,Dubious
YHR139C-A,,Dubious
YHR214W-A,,Dubious
YIL014C-A,,Uncharacterized
YJL001W,PRE3,Verified
YJL002C,OST1,Verified
YJL003W,COX16,Verified
YJL004C,SYS1,Verified
YJL005W,CYR1,Verified
YJL006C,CTK2,Verified
YJL007C,,Dubious
YJL008C,CCT8,Verified
YJL009W,,Dubious
YJL010C,NOP9,Verified
YJL011C,RPC17,Verified
YJL012C,VTC4,Verified
YJL013C,MAD3,Verified
YJL014W,CCT3,Verified
YJL015C,,Dubious
YJL016W,TPH3,Uncharacterized
YJL019W,MPS3,Verified
YJL020C,BBC1,Verified
YJL022W,,Dubious
YJL023C,PET130,Verified
YJL024C,APS3,Verified
YJL025W,RRN7,Verified
YJL026W,RNR2,Verified
YJL027C,,Uncharacterized
YJL028W,,Verified
YJL029C,VPS53,Verified
YJL030W,MAD2,Verified
YJL031C,BET4,Verified
YJL032W,,Dubious
YJL033W,HCA4,Verified
YJL034W,KAR2,Verified
YJL035C,TAD2,Verified
YJL036W,SNX4,Verified
YJL037W,IRC18,Verified
YJL038C,LOH1,Verified
YJL039C,NUP192,Verified
YJL041W,NSP1,Verified
YJL042W,MHP1,Verified
YJL043W,,Uncharacterized
YJL044C,GYP6,Verified
YJL045W,,Verified
YJL046W,AIM22,Verified
YJL047C,RTT101,Verified
YJL048C,UBX6,Verified
YJL049W,CHM7,Uncharacterized
YJL050W,MTR4,Verified
YJL051W,IRC8,Verified
YJL052W,TDH1,Verified
YJL053W,PEP8,Verified
YJL054W,TIM54,Verified
YJL055W,,Uncharacterized
YJL056C,ZAP1,Verified
YJL057C,IKS1,Verified
YJL058C,BIT61,Verified
YJL059W,YHC3,Verified
YJL060W,BNA3,Verified
YJL061W,NUP82,Verified
YJL062W,LAS21,Verified
YJL063C,MRPL8,Verified
YJL064W,,Dubious
YJL065C,DLS1,Verified
YJL066C,MPM1,Verified
YJL067W,,Dubious
YJL068C,,Verified
YJL069C,UTP18,Verified
YJL070C,,Uncharacterized
YJL071W,ARG2,Verified
YJL072C,PSF2,Verified
YJL073W,JEM1,Verified
YJL074C,SMC3,Verified
YJL075C,APQ13,Dubious
YJL076W,NET1,Verified
YJL077C,ICS3,Verified
YJL078C,PRY3,Verified
YJL079C,PRY1,Verified
YJL080C,SCP160,Verified
YJL081C,ARP4,Verified
YJL082W,IML2,Verified
YJL083W,TAX4,Verified
YJL084C,ALY2,Verified
YJL085W,EXO70,Verified
YJL086C,,Dubious
YJL087C,TRL1,Verified
YJL088W,ARG3,Verified
YJL089W,SIP4,Verified
YJL090C,DPB11,Verified
YJL091C,GWT1,Verified
YJL092W,SRS2,Verified
YJL093C,TOK1,Verified
YJL094C,KHA1,Verified
YJL095W,BCK1,Verified
YJL096W,MRPL49,Verified
YJL097W,PHS1,Verified
YJL098W,SAP185,Verified
YJL099W,CHS6,Verified
YJL100W,LSB6,Verified
YJL101C,GSH1,Verified
YJL102W,MEF2,Verified
YJL103C,GSM1,Verified
YJL104W,PAM16,Verified
YJL105W,SET4,Verified
YJL106W,IME2,Verified
YJL107C,,Uncharacterized
YJL108C,PRM10,Verified
YJL109C,UTP10,Verified
YJL110C,GZF3,Verified
YJL111W,CCT7,Verified
YJL112W,MDV1,Verified
YJL115W,ASF1,Verified
YJL116C,NCA3,Verified
YJL117W,PHO86,Verified
YJL118W,,Verified
YJL119C,,Dubious
YJL120W,,Dubious
YJL121C,RPE1,Verified
YJL122W,ALB1,Verified
YJL123C,MTC1,Verified
YJL124C,LSM1,Verified
YJL125C,GCD14,Verified
YJL126W,NIT2,Verified
YJL127C,SPT10,Verified
YJL128C,PBS2,Verified
YJL129C,TRK1,Verified
YJL130C,URA2,Verified
YJL131C,AIM23,Verified
YJL132W,,Uncharacterized
YJL133W,MRS3,Verified
YJL134W,LCB3,Verified
YJL135W,,Dubious
YJL136C,RPS21B,Verified
YJL137C,GLG2,Verified
YJL138C,TIF2,Verified
YJL139C,YUR1,Verified
YJL140W,RPB4,Verified
YJL141C,YAK1,Verified
YJL142C,IRC9,Dubious
YJL143W,TIM17,Verified
YJL144W,,Verified
YJL145W,SFH5,Verified
YJL146W,IDS2,Verified
YJL147C,MRX5,Uncharacterized
YJL148W,RPA34,Verified
YJL149W,DAS1,Verified
YJL150W,,Dubious
YJL151C,SNA3,Verified
YJL152W,,Dubious
YJL153C,INO1,Verified
YJL154C,VPS35,Verified
YJL155C,FBP26,Verified
YJL156C,SSY5,Verified
YJL157C,FAR1,Verified
YJL158C,CIS3,Verified
YJL159W,HSP150,Verified
YJL160C,PIR5,Uncharacterized
YJL161W,FMP33,Uncharacterized
YJL162C,JJJ2,Verified
YJL163C,,Uncharacterized
YJL164C,TPK1,Verified
YJL165C,HAL5,Verified
YJL166W,QCR8,Verified
YJL167W,ERG20,Verified
YJL168C,SET2,Verified
YJL169W,,Dubious
YJL170C,ASG7,Verified
YJL171C,TOH1,Verified
YJL172W,CPS1,Verified
YJL173C,RFA3,Verified
YJL174W,KRE9,Verified
YJL175W,,Dubious
YJL176C,SWI3,Verified
YJL177W,RPL17B,Verified
YJL178C,ATG27,Verified
YJL179W,PFD1,Verified
YJL180C,ATP12,Verified
YJL181W,RBH1,Uncharacterized
YJL182C,,Dubious
YJL183W,MNN11,Verified
YJL184W,GON7,Verified
YJL185C,ATG36,Verified
YJL186W,MNN5,Verified
YJL187C,SWE1,Verified
YJL188C,BUD19,Dubious
YJL189W,RPL39,Verified
YJL190C,RPS22A,Verified
YJL191W,RPS14B,Verified
YJL192C,SOP4,Verified
YJL193W,,Uncharacterized
YJL194W,CDC6,Verified
YJL195C,,Dubious
YJL196C,ELO1,Verified
YJL197W,UBP12,Verified
YJL198W,PHO90,Verified
YJL199C,MBB1,Uncharacterized
YJL200C,ACO2,Verified
YJL201W,ECM25,Verified
YJL202C,,Dubious
YJL203W,PRP21,Verified
YJL204C,RCY1,Verified
YJL206C,,Uncharacterized
YJL205C,NCE101,Verified
YJL207C,LAA1,Verified
YJL208C,NUC1,Verified
YJL209W,CBP1,Verified
YJL210W,PEX2,Verified
YJL211C,,Dubious
YJL212C,OPT1,Verified
YJL213W,,Verified
YJL214W,HXT8,Verified
YJL215C,,Dubious
YJL216C,IMA5,Verified
YJL217W,REE1,Verified
YJL218W,,Uncharacterized
YJL219W,HXT9,Verified
YJL220W,,Dubious
YJL221C,IMA4,Verified
YJL222W,VTH2,Verified
YJL223C,PAU1,Verified
YJL225C,,Uncharacterized
YJR001W,AVT1,Verified
YJR002W,MPP10,Verified
YJR003C,MRX12,Uncharacterized
YJR004C,SAG1,Verified
YJR005W,APL1,Verified
YJR006W,POL31,Verified
YJR007W,SUI2,Verified
YJR008W,MHO1,Verified
YJR009C,TDH2,Verified
YJR010C-A,SPC1,Verified
YJR010W,MET3,Verified
YJR011C,,Uncharacterized
YJR012C,,Uncharacterized
YJR013W,GPI14,Verified
YJR014W,TMA22,Verified
YJR015W,,Uncharacterized
YJR016C,ILV3,Verified
YJR017C,ESS1,Verified
YJR018W,,Dubious
YJR019C,TES1,Verified
YJR020W,,Dubious
YJR021C,REC107,Verified
YJR022W,LSM8,Verified
YJR023C,,Dubious
YJR024C,MDE1,Verified
YJR025C,BNA1,Verified
YJR030C,RBH2,Uncharacterized
YJR031C,GEA1,Verified
YJR032W,CPR7,Verified
YJR033C,RAV1,Verified
YJR034W,PET191,Verified
YJR035W,RAD26,Verified
YJR036C,HUL4,Verified
YJR037W,,Dubious
YJR038C,,Dubious
YJR039W,,Uncharacterized
YJR040W,GEF1,Verified
YJR041C,URB2,Verified
YJR042W,NUP85,Verified
YJR043C,POL32,Verified
YJR044C,VPS55,Verified
YJR045C,SSC1,Verified
YJR046W,TAH11,Verified
YJR047C,ANB1,Verified
YJR048W,CYC1,Verified
YJR049C,UTR1,Verified
YJR050W,ISY1,Verified
YJR051W,OSM1,Verified
YJR052W,RAD7,Verified
YJR053W,BFA1,Verified
YJR054W,KCH1,Verified
YJR055W,HIT1,Verified
YJR056C,,Verified
YJR057W,CDC8,Verified
YJR058C,APS2,Verified
YJR059W,PTK2,Verified
YJR060W,CBF1,Verified
YJR061W,,Uncharacterized
YJR062C,NTA1,Verified
YJR063W,RPA12,Verified
YJR064W,CCT5,Verified
YJR065C,ARP3,Verified
YJR066W,TOR1,Verified
YJR067C,YAE1,Verified
YJR068W,RFC2,Verified
YJR069C,HAM1,Verified
YJR070C,LIA1,Verified
YJR071W,,Dubious
YJR072C,NPA3,Verified
YJR073C,OPI3,Verified
YJR074W,MOG1,Verified
YJR075W,HOC1,Verified
YJR076C,CDC11,Verified
YJR077C,MIR1,Verified
YJR078W,BNA2,Verified
YJR079W,,Uncharacterized
YJR080C,AIM24,Verified
YJR082C,EAF6,Verified
YJR083C,ACF4,Verified
YJR084W,,Verified
YJR085C,,Verified
YJR086W,STE18,Verified
YJR087W,,Dubious
YJR088C,EMC2,Verified
YJR089W,BIR1,Verified
YJR090C,GRR1,Verified
YJR091C,JSN1,Verified
YJR092W,BUD4,Verified
YJR093C,FIP1,Verified
YJR094C,IME1,Verified
YJR094W-A,RPL43B,Verified
YJR095W,SFC1,Verified
YJR096W,,Verified
YJR097W,JJJ3,Verified
YJR098C,,Uncharacterized
YJR099W,YUH1,Verified
YJR100C,AIM25,Verified
YJR101W,RSM26,Verified
YJR102C,VPS25,Verified
YJR103W,URA8,Verified
YJR104C,SOD1,Verified
YJR105W,ADO1,Verified
YJR106W,ECM27,Verified
YJR107W,LIH1,Uncharacterized
YJR108W,ABM1,Verified
YJR109C,CPA2,Verified
YJR110W,YMR1,Verified
YJR111C,PXP2,Verified
YJR112W,NNF1,Verified
YJR113C,RSM7,Verified
YJR114W,,Dubious
YJR115W,,Uncharacterized
YJR116W,TDA4,Uncharacterized
YJR117W,STE24,Verified
YJR118C,ILM1,Verified
YJR119C,JHD2,Verified
YJR120W,,Verified
YJR121W,ATP2,Verified
YJR122W,IBA57,Verified
YJR123W,RPS5,Verified
YJR124C,,Uncharacterized
YJR125C,ENT3,Verified
YJR126C,VPS70,Verified
YJR127C,RSF2,Verified
YJR128W,,Dubious
YJR129C,EFM3,Verified
YJR130C,STR2,Verified
YJR131W,MNS1,Verified
YJR132W,NMD5,Verified
YJR133W,XPT1,Verified
YJR134C,SGM1,Verified
YJR135C,MCM22,Verified
YJR136C,TTI2,Verified
YJR137C,MET5,Verified
YJR138W,IML1,Verified
YJR139C,HOM6,Verified
YJR140C,HIR3,Verified
YJR141W,IPA1,Uncharacterized
YJR142W,,Verified
YJR143C,PMT4,Verified
YJR144W,MGM101,Verified
YJR145C,RPS4A,Verified
YJR146W,,Uncharacterized
YJR147W,HMS2,Verified
YJR148W,BAT2,Verified
YJR149W,,Uncharacterized
YJR150C,DAN1,Verified
YJR151C,DAN4,Verified
YJR152W,DAL5,Verified
YJR153W,PGU1,Verified
YJR154W,,Uncharacterized
YJR155W,AAD10,Verified
YJR156C,THI11,Verified
YJR157W,,Dubious
YJR158W,HXT16,Verified
YJR159W,SOR1,Verified
YJR160C,MPH3,Verified
YJR161C,COS5,Verified
YJR162C,,Dubious
YLL001W,DNM1,Verified
YLL002W,RTT109,Verified
YLL003W,SFI1,Verified
YLL004W,ORC3,Verified
YLL005C,SPO75,Verified
YLL006W,MMM1,Verified
YLL007C,LMO1,Verified
YLL008W,DRS1,Verified
YLL009C,COX17,Verified
YLL010C,PSR1,Verified
YLL011W,SOF1,Verified
YLL012W,YEH1,Verified
YLL013C,PUF3,Verified
YLL014W,EMC6,Verified
YLL015W,BPT1,Verified
YLL018C,DPS1,Verified
YLL019C,KNS1,Verified
YLL020C,,Dubious
YLL021W,SPA2,Verified
YLL022C,HIF1,Verified
YLL023C,POM33,Verified
YLL024C,SSA2,Verified
YLL025W,PAU17,Verified
YLL026W,HSP104,Verified
YLL027W,ISA1,Verified
YLL028W,TPO1,Verified
YLL029W,FRA1,Verified
YLL030C,RRT7,Dubious
YLL031C,GPI13,Verified
YLL032C,,Verified
YLL033W,IRC19,Verified
YLL034C,RIX7,Verified
YLL035W,GRC3,Verified
YLL036C,PRP19,Verified
YLL037W,,Dubious
YLL038C,ENT4,Verified
YLL039C,UBI4,Verified
YLL040C,VPS13,Verified
YLL041C,SDH2,Verified
YLL042C,ATG10,Verified
YLL043W,FPS1,Verified
YLL044W,,Dubious
YLL045C,RPL8B,Verified
YLL046C,RNP1,Verified
YLL047W,,Dubious
YLL048C,YBT1,Verified
YLL049W,LDB18,Verified
YLL050C,COF1,Verified
YLL051C,FRE6,Verified
YLL052C,AQY2,Verified
YLL053C,,Uncharacterized
YLL054C,,Uncharacterized
YLL055W,YCT1,Verified
YLL056C,,Uncharacterized
YLL057C,JLP1,Verified
YLL058W,,Uncharacterized
YLL059C,,Dubious
YLL060C,GTT2,Verified
YLL061W,MMP1,Verified
YLL062C,MHT1,Verified
YLL063C,AYT1,Verified
YLL064C,PAU18,Verified
YLL065W,,Dubious
YLL066C,,Uncharacterized
YLL067C,,Uncharacterized
YLR001C,,Uncharacterized
YLR002C,NOC3,Verified
YLR003C,CMS1,Verified
YLR004C,THI73,Verified
YLR005W,SSL1,Verified
YLR006C,SSK1,Verified
YLR007W,NSE1,Verified
YLR008C,PAM18,Verified
YLR009W,RLP24,Verified
YLR010C,TEN1,Verified
YLR011W,LOT6,Verified
YLR012C,,Uncharacterized
YLR013W,GAT3,Verified
YLR014C,PPR1,Verified
YLR015W,BRE2,Verified
YLR016C,PML1,Verified
YLR017W,MEU1,Verified
YLR018C,POM34,Verified
YLR019W,PSR2,Verified
YLR020C,YEH2,Verified
YLR021W,IRC25,Verified
YLR022C,SDO1,Verified
YLR023C,IZH3,Verified
YLR024C,UBR2,Verified
YLR025W,SNF7,Verified
YLR026C,SED5,Verified
YLR027C,AAT2,Verified
YLR028C,ADE16,Verified
YLR029C,RPL15A,Verified
YLR030W,,Uncharacterized
YLR031W,,Uncharacterized
YLR032W,RAD5,Verified
YLR033W,RSC58,Verified
YLR034C,SMF3,Verified
YLR035C,MLH2,Verified
YLR036C,,Uncharacterized
YLR037C,PAU23,Verified
YLR038C,COX12,Verified
YLR039C,RIC1,Verified
YLR040C,AFB1,Verified
YLR041W,,Dubious
YLR042C,,Verified
YLR043C,TRX1,Verified
YLR044C,PDC1,Verified
YLR045C,STU2,Verified
YLR046C,,Uncharacterized
YLR047C,FRE8,Verified
YLR048W,RPS0B,Verified
YLR049C,,Uncharacterized
YLR050C,,Uncharacterized
YLR051C,FCF2,Verified
YLR052W,IES3,Verified
YLR053C,,Uncharacterized
YLR054C,OSW2,Verified
YLR055C,SPT8,Verified
YLR056W,ERG3,Verified
YLR057W,MNL2,Verified
YLR058C,SHM2,Verified
YLR059C,REX2,Verified
YLR060W,FRS1,Verified
YLR061W,RPL22A,Verified
YLR062C,BUD28,Dubious
YLR063W,BMT6,Verified
YLR064W,PER33,Verified
YLR065C,ENV10,Verified
YLR066W,SPC3,Verified
YLR067C,PET309,Verified
YLR068W,FYV7,Verified
YLR069C,MEF1,Verified
YLR070C,XYL2,Verified
YLR071C,RGR1,Verified
YLR072W,LAM6,Verified
YLR073C,RFU1,Verified
YLR074C,BUD20,Verified
YLR075W,RPL10,Verified
YLR076C,,Dubious
YLR077W,FMP25,Verified
YLR078C,BOS1,Verified
YLR079W,SIC1,Verified
YLR080W,EMP46,Verified
YLR081W,GAL2,Verified
YLR082C,SRL2,Verified
YLR083C,EMP70,Verified
YLR084C,RAX2,Verified
YLR085C,ARP6,Verified
YLR086W,SMC4,Verified
YLR087C,CSF1,Verified
YLR088W,GAA1,Verified
YLR089C,ALT1,Verified
YLR090W,XDJ1,Verified
YLR091W,GEP5,Verified
YLR092W,SUL2,Verified
YLR093C,NYV1,Verified
YLR094C,GIS3,Verified
YLR095C,IOC2,Verified
YLR096W,KIN2,Verified
YLR097C,HRT3,Verified
YLR098C,CHA4,Verified
YLR099C,ICT1,Verified
YLR100W,ERG27,Verified
YLR101C,,Dubious
YLR102C,APC9,Verified
YLR103C,CDC45,Verified
YLR104W,LCL2,Uncharacterized
YLR105C,SEN2,Verified
YLR106C,MDN1,Verified
YLR107W,REX3,Verified
YLR108C,,Verified
