Accession,Peptides used for quantitation,BY,BY 2,RM,RM 2,7.3.d,11.2.d,7.8.d,4.4.d,6.4.d,3.4.d,9.6.d,2.4.a,23.5.d,18.1.d,20.1.d,8.2.d,17.2.d,1.3.d,1.1.d,14.2.c
YDR301W,1,-1.002205556,-0.961131197,-0.128391377,-0.266092261,-0.032926162,-0.009424463,-0.227366159,0.34759133,-0.773789457,0.110335958,-0.335114626,-1.443030799,0.063580518,-0.347497267,0.028782639,-0.172376583,0.247697093,-0.5123856,-0.318215067,0.255193304
YDR308C,1,0.634358422,0.407051096,-2.314357717,-2.167241301,-1.303717658,-2.821155631,-0.678942038,-4.268405403,-2.459712369,0.277624532,-1.732461497,0.342810125,0.024165121,0.636829441,-3.080112102,-1.346413381,1.208971461,1.763315739,-1.147483535,0.175244027
YDR320C-A,1,-0.851397228,-1.299938119,-1.232454116,-1.887477389,-0.995372291,-0.0478539,-0.376215105,-2.134931602,-0.157106272,-2.830071848,-0.635407653,-0.731558697,-2.006156061,-1.94185602,-1.41316732,-0.988482705,-3.118353912,-3.423490125,-0.884390415,-1.622276511
YDR324C,1,-1.220591076,-1.457149275,1.718851881,1.698402007,0.884171089,1.24885711,0.253077101,1.393820391,0.146296001,1.363969923,1.360504523,-2.034128091,0.62841326,-0.424615891,1.608487827,0.624443426,0.742233136,-1.364097275,1.702895137,1.301548557
YDR356W,1,-1.626797591,-2.454242066,-1.189272733,-1.282540925,-1.562440353,-1.873859394,-1.521603085,-1.656400952,-1.712484187,-1.832062162,-2.103266709,-8.209841922,-0.818164803,-1.73707511,-1.250853972,-1.296756059,-1.887089176,-0.292041053,-0.941928289,-1.914803232
YDR361C,1,-0.976236394,-1.048530383,-1.119526995,-0.969610465,-0.742478885,-0.607134904,-0.947409374,-1.449366395,-0.656235385,-0.657869331,-0.456848815,-2.161048082,-1.092290099,-0.71507075,-1.26768636,-0.566093413,-1.133720127,-0.476295431,-0.906818031,-0.424391358
YDR363W-A,1,3.15101841,3.115282393,1.765423358,2.047618033,2.470903477,3.197157529,3.410251069,1.466129375,3.619009203,2.212618356,3.000003636,3.212833202,2.689488694,2.672321809,2.143199569,2.958598161,3.157766544,2.271110341,2.220377919,2.527958111
YDR374W-A,1,3.598112556,3.726031507,1.889909406,1.929639073,1.991651682,1.988847724,2.275680065,1.86705097,2.991883776,3.218658898,2.916817759,5.090108171,3.342317641,3.765444856,2.208502874,3.272846001,2.553160431,3.645404544,2.81495299,2.815522932
YDR377W,1,-4.74046009,-4.456661134,2.178400408,2.305863177,0.802980083,1.442597352,-1.71702714,2.152580377,-1.824778672,-0.621830561,0.181793593,-6.506097829,0.752253722,-4.336870487,1.916332901,-2.946408116,-0.05881957,-2.163027721,1.178962634,0.192586501
YDR383C,1,0.892908921,0.955350893,0.67605454,0.600709922,0.833278578,0.822039384,1.34101913,0.547456652,0.693801017,0.54339209,1.207165054,0.183161772,0.032489117,1.03976463,1.056482596,1.974895092,1.360049,1.237697228,1.722862949,1.31386892
YDR392W,1,-5.147950549,-4.824878299,-3.592007566,-3.559273551,-4.078503165,-4.806058074,-5.3522002,-4.878457825,-3.614889344,-3.473656404,-3.407161056,-7.252669415,-3.628098642,-3.902602247,-3.829936316,-3.954910182,-4.266313903,-2.956555152,-3.536345721,-3.568113459
YDR404C,1,-1.040452029,-0.730709376,-1.938260691,-2.096730824,-1.72299977,-2.061477116,-1.033369501,-2.605364653,-1.274609627,-1.452893912,-1.988133151,-1.210287246,-1.29688466,-0.864069549,-1.864913973,-1.463357298,-1.4328261,-0.649472466,-1.383509755,-1.257587353
YDR412W,1,-2.755355196,-2.741662175,-1.255574532,-3.374127657,-3.093380032,-3.403189965,-2.367463381,-3.752406492,-2.12576877,-3.105036791,-2.474818094,-2.754140242,-1.767287429,-2.644837884,-2.863422967,-2.441680295,-2.690864939,-1.857809656,-2.807885361,-2.924349376
YDR452W,1,0.06006771,0.164958375,-0.100822182,-0.022029148,0.121990942,0.683271882,-0.618172576,0.233050068,1.003940513,0.212869992,0.996419411,-1.745903706,0.699731631,0.046428715,0.469521233,-0.474301834,-0.159646083,-0.093411582,-0.018085752,-0.089911625
YDR453C,1,5.138291427,5.173786636,4.72131573,4.795758645,4.872179377,4.624937113,4.713257281,4.014045859,5.400039362,5.269377552,5.270362027,4.858911222,5.210058465,5.15000388,4.87472344,5.246388269,5.198032826,5.382397897,5.137238787,5.405949098
YDR465C,1,-2.472443014,-2.317822968,-0.603011259,-0.44101654,-0.97609983,-0.823050378,-2.506680968,0.060173948,-2.230545699,0.012914117,-0.893276841,-1.678601801,-0.549128041,-1.849814826,-0.463885588,-1.377038386,-1.562264986,-0.854839755,-1.019186305,-0.611729121
YDR476C,1,-2.717097551,-3.004378587,-1.988541427,-2.82363579,-4.012683564,-8.462861019,-4.920763601,-4.104822606,-3.973560343,-2.549863833,-2.203766234,-4.782015539,-2.171890238,-2.071149324,-5.280022871,-2.939896757,-2.003530222,-2.577169067,-3.043488833,-2.112033869
YDR481C,1,-1.411339223,-1.604193535,-2.295894615,-2.223647452,-1.580008451,-1.78655822,-1.522519328,-1.841482878,-1.402897278,-2.004438288,-1.250147875,-1.209832385,-1.520809917,-2.489858263,-2.394200959,-1.574069609,-2.190046109,-2.976578618,-1.599024127,-2.317279771
YDR484W,1,-0.139866789,-0.053782076,1.056220175,0.936215822,0.611703754,0.951426252,0.996616407,0.703569919,0.930382424,1.109657721,0.765350143,0.343537709,1.021398621,0.983499378,0.986661465,1.223172401,1.0729351,1.022521991,1.135625945,1.355989705
YDR486C,1,-0.837010945,-0.719957457,-0.362816186,-0.360193945,-0.113938755,-0.093867844,-1.151527353,-0.701220341,0.166588222,-0.530863023,-0.068151606,-0.7792813,-0.044870011,-0.131814915,-0.761578231,-0.415944894,-0.209709921,-0.028149014,-0.291627081,0.176599369
YDR511W,1,-4.648606569,-3.883122209,-5.702817162,-5.06220782,-4.548649306,-4.795845758,-4.881663583,-5.193673024,-3.006210264,-7.999652125,-3.604133458,-4.09554731,-4.473512687,-4.537785398,-3.724480579,-2.771335765,-7.021733606,-11.07002521,-4.639652053,-3.268723747
YDR518W,1,-4.371760232,-3.963533782,-1.934815415,-1.969117543,-2.60808092,-3.381144803,-4.152527245,-2.047004791,-2.839418475,-1.611713155,-2.232180869,-5.09736153,-3.110619024,-3.313464106,-2.376845979,-3.52557416,-4.661594943,-3.248215925,-2.797184921,-3.032393557
YDR525W-A,1,-1.816023471,-2.103598826,0.197587367,0.190930345,-0.252858415,-1.719185842,-3.682050399,1.012380969,-1.294780073,-1.241104238,-1.354037655,-2.943201446,0.499887937,-1.126422559,0.481321237,-1.815749854,-1.191403309,-2.428991558,-0.951031594,-0.989393083
YEL001C,1,-4.496798043,-5.323607248,-1.031873351,-1.096191026,-0.800907215,-2.570844514,-3.702181496,-1.253147158,-1.23654283,-1.523956029,-0.561473292,-4.849841171,-2.820611621,-2.979727519,-1.479846033,-2.788691842,-4.11339938,-2.438977001,-2.90542285,-3.019807754
YEL007W,1,-2.590892327,-2.218326152,-1.760422844,-2.260972941,-1.132453588,-0.622164815,-3.545702273,-1.460819385,-2.380948233,-2.39858331,-1.768398862,-4.9205122,-0.791281855,-3.418977952,-0.920685982,-3.956014474,-3.913818871,-3.78379158,-1.113615869,-2.41709921
YEL015W,1,-1.870017647,-1.826045553,-2.180070513,-2.376550563,-2.627256849,-2.89274492,-2.389464534,-2.71241995,-1.818361161,-2.196262601,-2.095514596,-1.964973529,-1.602608781,-1.783831071,-2.508896187,-1.618781872,-3.038624548,-1.818070671,-1.851668746,-1.557924785
YEL022W,1,-2.967561089,-3.501911893,-3.38012169,-2.626340419,-2.901315664,-3.724633412,-4.85542573,-2.666393862,-5.031879854,-1.696799726,-2.766507787,-4.92305279,-2.800610327,-2.027720142,-2.958447245,-2.763281156,-1.878344631,-1.518806186,-3.283334985,-3.125812857
YEL036C,1,0.095614814,0.065716964,-1.473804719,-1.764971982,-1.005458485,-1.682896059,-0.723430435,-1.679445431,-0.60614706,-0.267705647,-0.626671881,-0.414191726,-0.751369544,-0.255710927,-1.381181923,-0.208877749,-0.146167986,0.092634494,-1.036333915,0.172887917
YEL040W,1,1.59695991,2.552944207,1.755863893,2.041576161,1.233571547,1.613146225,0.446758613,0.625459186,0.554539144,1.776061628,1.056931677,1.924515252,2.216645686,2.55456354,1.462629207,1.984991893,2.957387403,2.596924418,2.196365981,2.505969935
YEL043W,1,-1.199119479,-1.269505901,-3.112469563,-2.616815849,-2.251317961,-1.661670397,-0.679793447,-3.239761765,-1.16787306,-1.609311181,-2.080948938,-0.335801041,-1.858025018,-1.158483756,-2.678936926,-1.300314214,-1.311166225,-0.898084361,-1.541244437,-1.10907868
YEL055C,1,-1.997393955,-2.136989843,-1.455728535,-1.581042981,-1.330757422,-1.508863196,-0.913815786,-1.765746246,-2.080918664,-1.550825591,-1.714044897,-2.223808603,-1.550021049,-1.505949593,-1.228404169,-1.514810398,-2.218541986,-1.800240713,-1.838208963,-1.50322133
YEL066W,1,-0.656534332,-0.688369644,-1.294911228,-1.25333868,-1.560579191,-1.114992533,-1.03648665,-1.935072493,-0.065269725,-1.605449869,-0.773278748,-0.29740862,-1.444742355,-1.415802828,-1.750720376,-0.164869384,-1.948345277,-2.813381598,-1.268122324,-2.130322074
YER007C-A,1,1.103083699,1.109338849,-0.144599071,-0.175986622,-0.051723084,0.39561801,0.883074358,-0.201210236,1.059589427,-0.087897825,0.280497506,0.997137261,0.287486624,0.25331676,-0.157836453,0.445787853,0.592292151,1.152509853,0.445534507,0.42080802
YER010C,1,-2.036136995,-2.795411077,-4.236492696,-4.436343137,-3.771213767,-3.451344643,-2.353082441,-4.741988724,-2.184033775,-3.551128426,-3.633390901,-2.334343857,-3.669658014,-3.079643622,-4.303072308,-2.722051815,-2.800497221,-1.966455546,-4.160142317,-3.581361915
YER017C,1,0.457193903,0.369344545,-1.103963925,-1.215280923,-0.660260247,-0.690160404,0.070517348,-1.451766757,0.204443611,-0.740353941,-0.367328758,0.048762192,-0.066960745,0.046676012,-0.644883044,-0.043015834,-0.221461284,0.25157627,-0.237085415,0.085760918
YER019C-A,1,0.332097473,0.2535979,0.763258478,0.7603156,0.153259319,0.33342713,0.008688497,0.587762439,-0.028001895,-0.009509512,0.393098872,-0.128678764,0.80208936,0.220845655,0.702196915,0.514539998,0.189915517,0.006429755,0.273336869,0.578831617
YER026C,1,0.762077309,0.419041789,-0.980662171,-0.443846481,-0.92089059,-2.120984285,0.097537675,-0.501159061,-2.711072154,-0.312480849,-0.056955844,-2.286989728,-0.596144123,-1.129597658,-0.82255655,-0.118691123,0.406559958,0.102191867,-0.430851524,-0.931858371
YER050C,1,-1.209196044,-1.250728198,-1.660358711,-1.519115343,-1.909660309,-1.231223282,-1.428213559,-0.886091621,-0.344045464,-2.035852223,-1.100400756,-0.332831811,-1.209525423,-1.743759988,-0.728017502,0.089115068,-3.37309334,-1.951470946,-0.744669993,-0.880803322
YER072W,1,0.801295754,0.83973479,-1.000950654,-0.815136203,0.263296233,0.329055767,0.290009548,0.070488194,-0.61158591,1.322179115,0.879998271,1.157345236,1.290513868,0.390813205,-0.602325927,0.423356596,0.530713808,0.90207993,0.4163026,0.077791084
YER074W-A,1,-1.727204868,-1.716432571,-2.62364098,-2.976065521,-2.178240641,-2.936818573,-3.37307193,-2.272266437,-3.705785741,-1.789340582,-2.365611089,-2.673245079,-1.854568283,-1.808028042,-3.346957742,-2.852356677,-2.297956519,-2.119526735,-2.721553189,-2.58670008
YER078C,1,-1.610385359,-3.067614816,-4.511337376,-2.570153763,-2.702527793,-1.635813562,-1.619380459,-3.214600993,-1.054451222,-2.761095235,-2.572352241,-1.94860961,-1.704199933,-1.532947895,-2.229718389,-1.39494526,-2.083734199,-1.532965403,-1.960753768,-1.729764147
